# Residuals         
# Time              	Ux                  	Uy                  	Uz                  	p                   
0                   	N/A	N/A
2.5e-05             	N/A	9.999999999856e-01
5e-05               	N/A	9.894058565763e-02
7.5e-05             	N/A	8.248412683377e-01
0.0001              	N/A	9.330898479221e-01
