# Residuals         
# Time              	Ux                  	Uy                  	Uz                  	p                   
0                   	N/A	N/A
515                 	1.557557508098e-04	4.939667950633e-04	3.549093009646e-05	7.031125588285e-06
516                 	1.551861947882e-04	4.925414899129e-04	3.533482144377e-05	6.919653119225e-06
517                 	1.549578854282e-04	4.909871315510e-04	3.517853620355e-05	6.955923058271e-06
518                 	1.548631487715e-04	4.894270192407e-04	3.502245990940e-05	6.932815426952e-06
519                 	1.542328398656e-04	4.879674368145e-04	3.486744346841e-05	6.808791176567e-06
520                 	1.538998119147e-04	4.864226786246e-04	3.471248268341e-05	6.838184014590e-06
521                 	1.537442830154e-04	4.849568766509e-04	3.455850190622e-05	6.742517666189e-06
522                 	1.535245217836e-04	4.833880880924e-04	3.440460919730e-05	6.775546168478e-06
523                 	1.528786495353e-04	4.819137457844e-04	3.425169992375e-05	6.675335443919e-06
524                 	1.524761853712e-04	4.803489557156e-04	3.409894389744e-05	3.107343534089e-05
525                 	1.522022073588e-04	4.492107481966e-04	3.412869934835e-05	1.793416708471e-05
526                 	1.522125787771e-04	4.599501497004e-04	3.390609537958e-05	2.042603998887e-05
527                 	1.516272091054e-04	4.381392452226e-04	3.387250341027e-05	1.851087293547e-05
528                 	1.512389659839e-04	4.251690499759e-04	3.379977060271e-05	1.323601026149e-05
529                 	1.511556233053e-04	4.183368987510e-04	3.368995787050e-05	1.038571506360e-05
530                 	1.508099234704e-04	4.160932960536e-04	3.355754384238e-05	9.878646887631e-06
531                 	1.504326362452e-04	4.157806056395e-04	3.341912544109e-05	8.932757302319e-06
532                 	1.499756601556e-04	4.159169856150e-04	3.328398240761e-05	8.094730869791e-06
533                 	1.497541323430e-04	4.158431856850e-04	3.315353584016e-05	7.505824293499e-06
534                 	1.491366795852e-04	4.150990237310e-04	3.302697300723e-05	7.233796185953e-06
535                 	1.486567387902e-04	4.140722788972e-04	3.290126070312e-05	6.703933421766e-06
536                 	1.483796126048e-04	4.130039438571e-04	3.277509888637e-05	6.582058406393e-06
537                 	1.478428934502e-04	4.118313579353e-04	3.264851354860e-05	6.432075560724e-06
538                 	1.476784551022e-04	4.106544389553e-04	3.252190168345e-05	5.918174710640e-06
539                 	1.469044350737e-04	4.093751623905e-04	3.239608934280e-05	5.904521787138e-06
540                 	1.467601800446e-04	4.080907951912e-04	3.227050148091e-05	6.018224893518e-06
541                 	1.464784683034e-04	4.067810985103e-04	3.214526240635e-05	6.084988412564e-06
542                 	1.463062359862e-04	4.054590737132e-04	3.202036720302e-05	6.069135635959e-06
543                 	1.455760171341e-04	4.041365195149e-04	3.189574594053e-05	5.997700697307e-06
544                 	1.451233881566e-04	4.028260541934e-04	3.177140043853e-05	5.903819180324e-06
545                 	1.448326453030e-04	4.015189712936e-04	3.164724881670e-05	5.703818770291e-06
546                 	1.445547677411e-04	4.003583939452e-04	3.152335756097e-05	5.633351539446e-06
547                 	1.441027692417e-04	3.990143537209e-04	3.140155943456e-05	5.648061209514e-06
548                 	1.435636579625e-04	3.979333409249e-04	3.127892446310e-05	5.611768920720e-06
549                 	1.434427571683e-04	3.967275186378e-04	3.115780799809e-05	5.616868371252e-06
550                 	1.427504707203e-04	3.955555850048e-04	3.103709605154e-05	5.628077320630e-06
551                 	1.424337951674e-04	3.943775461242e-04	3.091682926427e-05	5.631845629175e-06
552                 	1.424649802581e-04	3.931998523259e-04	3.079692008702e-05	5.641728593778e-06
553                 	1.415558934533e-04	3.919971816491e-04	3.067766771834e-05	5.557587024377e-06
554                 	1.410269817651e-04	3.908474204681e-04	3.055809591259e-05	5.647530917348e-06
555                 	1.408459778053e-04	3.896306009537e-04	3.043956317148e-05	5.524753598914e-06
556                 	1.405020880009e-04	3.884616963678e-04	3.032104336290e-05	5.546181923627e-06
557                 	1.403352646169e-04	3.872639573374e-04	3.020307046032e-05	5.346710245244e-06
558                 	1.399503341030e-04	3.861034488804e-04	3.008586536140e-05	5.310047512904e-06
559                 	1.392981637804e-04	3.847758560446e-04	2.997059352542e-05	5.322904501381e-06
560                 	1.389919868190e-04	3.837442668201e-04	2.985387640465e-05	5.248184259184e-06
561                 	1.386142438208e-04	3.825838355116e-04	2.973815770489e-05	5.222435112373e-06
562                 	1.384040971746e-04	3.812208842620e-04	2.962424789698e-05	5.304045074474e-06
563                 	1.379466815615e-04	3.801310500961e-04	2.950899681364e-05	5.561628006110e-06
564                 	1.375823426269e-04	3.790121458998e-04	2.939493840961e-05	5.418936908859e-06
565                 	1.375260251397e-04	3.779204373319e-04	2.928109884602e-05	5.359004382101e-06
566                 	1.369168515503e-04	3.767501319933e-04	2.916815443630e-05	5.280873096410e-06
567                 	1.367519598140e-04	3.755635528690e-04	2.905539901980e-05	5.096479684384e-06
568                 	1.361107665362e-04	3.744775713333e-04	2.894291989784e-05	5.070035725129e-06
569                 	1.358183886093e-04	3.731664134391e-04	2.883244257557e-05	5.123825357780e-06
570                 	1.358226803891e-04	3.721702928402e-04	2.872048875982e-05	5.057624309039e-06
571                 	1.352783772471e-04	3.710342311185e-04	2.860979278009e-05	5.020875064980e-06
572                 	1.350021172401e-04	3.697072058238e-04	2.850092379996e-05	5.088385482889e-06
573                 	1.349457254188e-04	3.686415833393e-04	2.839087540076e-05	5.340079666699e-06
574                 	1.341180099074e-04	3.675578165328e-04	2.828191686482e-05	5.199062419682e-06
575                 	1.340182482393e-04	3.664937867619e-04	2.817318364798e-05	5.133579705855e-06
576                 	1.335046953720e-04	3.653535897523e-04	2.806525719344e-05	5.051779588512e-06
577                 	1.335883853315e-04	3.641958337740e-04	2.795744876347e-05	4.872713470492e-06
578                 	1.328199584650e-04	3.631347998744e-04	2.784993372604e-05	4.854687233814e-06
579                 	1.326292347507e-04	3.618587003153e-04	2.774440232246e-05	4.906571489914e-06
580                 	1.322170626919e-04	3.608902895111e-04	2.763743688414e-05	4.848175173017e-06
581                 	1.320840316019e-04	3.597837181749e-04	2.753169875558e-05	4.811630583954e-06
582                 	1.316824340063e-04	3.584946815960e-04	2.742775766784e-05	4.877448678125e-06
583                 	1.313868449322e-04	3.574646782067e-04	2.732271368575e-05	5.118616050932e-06
584                 	1.309461320345e-04	3.564089840769e-04	2.721868424369e-05	4.985090312246e-06
585                 	1.305668042747e-04	3.553715933936e-04	2.711486521256e-05	4.923388720027e-06
586                 	1.302619788434e-04	3.542340047027e-04	2.701155146714e-05	4.688179462027e-06
587                 	1.297274938527e-04	3.531043879733e-04	2.690935715640e-05	4.748611532915e-06
588                 	1.299123656446e-04	3.520675839369e-04	2.680676973416e-05	4.695843385516e-06
589                 	1.293595018298e-04	3.510684800153e-04	2.670447948433e-05	4.625663089275e-06
590                 	1.289809205661e-04	3.497683180597e-04	2.660433537604e-05	4.723867688794e-06
591                 	1.290203672891e-04	3.487292702686e-04	2.650315252853e-05	4.968373900962e-06
592                 	1.283909228311e-04	3.476938316858e-04	2.640288158011e-05	4.867527600472e-06
593                 	1.282678491387e-04	3.466872511581e-04	2.630286895700e-05	4.809293559399e-06
594                 	1.279185884401e-04	3.455963682514e-04	2.620330841236e-05	4.554612826899e-06
595                 	1.278454071809e-04	3.446060744629e-04	2.610460544222e-05	4.527486183287e-06
596                 	1.276183289617e-04	3.434039506489e-04	2.600698652412e-05	4.542957397188e-06
597                 	1.268857447149e-04	3.423315494928e-04	2.590874354742e-05	4.748886889957e-06
598                 	1.268694232946e-04	3.413128116372e-04	2.581091704232e-05	4.791468478947e-06
599                 	1.263202640598e-04	3.402531849012e-04	2.571412182252e-05	4.653869491169e-06
600                 	1.259371661472e-04	3.392580261770e-04	2.561741587658e-05	4.639914525518e-06
601                 	1.257550399250e-04	3.381767373117e-04	2.552103536234e-05	4.469235524934e-06
602                 	1.256103516122e-04	3.372110955509e-04	2.542535824137e-05	4.416481482703e-06
603                 	1.250959939663e-04	3.360237030983e-04	2.533084944439e-05	4.451326583313e-06
604                 	1.250640156317e-04	3.349858738340e-04	2.523577242268e-05	4.652345702697e-06
605                 	1.246862899304e-04	3.339750305925e-04	2.514145730622e-05	4.607585197965e-06
606                 	1.244052134443e-04	3.330049211716e-04	2.504736004100e-05	4.580139089561e-06
607                 	1.240107521945e-04	3.319437635118e-04	2.495372453525e-05	4.325933907896e-06
608                 	1.236945423365e-04	3.309996644569e-04	2.486084766992e-05	4.291304472245e-06
609                 	1.236844995573e-04	3.300031411886e-04	2.476880108875e-05	4.235728980411e-06
610                 	1.232341511937e-04	3.289090974394e-04	2.467673785479e-05	4.210358766788e-06
611                 	1.230440330475e-04	3.278462900182e-04	2.458531545914e-05	4.213225122138e-06
612                 	1.225625099683e-04	3.268318297416e-04	2.449421443873e-05	4.205241848881e-06
613                 	1.224441439064e-04	3.258090435993e-04	2.440340590153e-05	4.189027330543e-06
614                 	1.221257005111e-04	3.247955588495e-04	2.431291888695e-05	4.189843634371e-06
615                 	1.216089681948e-04	3.237947399921e-04	2.422276420235e-05	4.186778551234e-06
616                 	1.213786904768e-04	3.228059503923e-04	2.413307378125e-05	4.178835918642e-06
617                 	1.215248672285e-04	3.218206546473e-04	2.404389774110e-05	4.162531594702e-06
618                 	1.210397286823e-04	3.208329727880e-04	2.395526002231e-05	4.143387630622e-06
619                 	1.206980180784e-04	3.198406354761e-04	2.386712290714e-05	4.124543809094e-06
620                 	1.205960222392e-04	3.188465082390e-04	2.377943015644e-05	4.109028220743e-06
621                 	1.201377762079e-04	3.178544042868e-04	2.369213403882e-05	4.096685279124e-06
622                 	1.200833968934e-04	3.168673193534e-04	2.360520608956e-05	4.086384591191e-06
623                 	1.196340387690e-04	3.158860315794e-04	2.351864811503e-05	4.076099792484e-06
624                 	1.194390669083e-04	3.149098731134e-04	2.343247818229e-05	4.064620093585e-06
625                 	1.193261745933e-04	3.139376999232e-04	2.334670599894e-05	4.051468770549e-06
626                 	1.189076225842e-04	3.129683613176e-04	2.326134362386e-05	4.037066228988e-06
627                 	1.185636624214e-04	3.120012383995e-04	2.317638379241e-05	4.021892647802e-06
628                 	1.182898118831e-04	3.110363734371e-04	2.309184234467e-05	4.006724783046e-06
629                 	1.183282907614e-04	3.100740590149e-04	2.300770433945e-05	3.992026841011e-06
630                 	1.179637689003e-04	3.091148703440e-04	2.292396406173e-05	3.977964705636e-06
631                 	1.177966940877e-04	3.081588970056e-04	2.284061923849e-05	3.964271747323e-06
632                 	1.175189827755e-04	3.072061245626e-04	2.275767021748e-05	3.950497290281e-06
633                 	1.170311714254e-04	3.062565735772e-04	2.267511313796e-05	3.936487651581e-06
634                 	1.172594677031e-04	3.053101539540e-04	2.259294618664e-05	3.922223413295e-06
635                 	1.164536869533e-04	3.043668682785e-04	2.251116991128e-05	3.907472061544e-06
636                 	1.162162405111e-04	3.034263811819e-04	2.242977922933e-05	3.893073380543e-06
637                 	1.163310840466e-04	3.024887042853e-04	2.234877106757e-05	3.878664554402e-06
638                 	1.155396706741e-04	3.015540771309e-04	2.226814081133e-05	3.864138216590e-06
639                 	1.156899018280e-04	3.006225739469e-04	2.218788710756e-05	3.849514345718e-06
640                 	1.153322538351e-04	2.996941199377e-04	2.210801214095e-05	3.834929464316e-06
641                 	1.148463498052e-04	2.987686169818e-04	2.202851174813e-05	3.820642634639e-06
642                 	1.145977431928e-04	2.978460270461e-04	2.194938648554e-05	3.806524937165e-06
643                 	1.144967853198e-04	2.969263913363e-04	2.187063224615e-05	3.792435065226e-06
644                 	1.142793704115e-04	2.960097767350e-04	2.179224782123e-05	3.778243253764e-06
645                 	1.137757073525e-04	2.950961522405e-04	2.171423391399e-05	3.763989554196e-06
646                 	1.138462312437e-04	2.941854458930e-04	2.163658543627e-05	3.749734847033e-06
647                 	1.135114632290e-04	2.932777017066e-04	2.155930052156e-05	3.735498266954e-06
648                 	1.134022337618e-04	2.923729200235e-04	2.148237994628e-05	3.721317537764e-06
649                 	1.132772650036e-04	2.914710561721e-04	2.140581530140e-05	3.707040776920e-06
650                 	1.128130515725e-04	2.905720899024e-04	2.132961685380e-05	3.692893609610e-06
651                 	1.126958895479e-04	2.896760488089e-04	2.125377270540e-05	3.678961588038e-06
652                 	1.120848556265e-04	2.887829124375e-04	2.117828268302e-05	3.665262761962e-06
653                 	1.120541584629e-04	2.878926553476e-04	2.110314440414e-05	3.651703450623e-06
654                 	1.118185426673e-04	2.870053199690e-04	2.102835695196e-05	3.638031076862e-06
655                 	1.117132670768e-04	2.861208904661e-04	2.095391280040e-05	3.624196142218e-06
656                 	1.113213392700e-04	2.852393613515e-04	2.087981574579e-05	3.610236415546e-06
657                 	1.109456404312e-04	2.843607039265e-04	2.080606712289e-05	3.596320620915e-06
658                 	1.107461757143e-04	2.834849157005e-04	2.073266164256e-05	3.582520337278e-06
659                 	1.107087182976e-04	2.826119795974e-04	2.065959641649e-05	3.568915326015e-06
660                 	1.104146541541e-04	2.817419407616e-04	2.058686362706e-05	3.555199777363e-06
661                 	1.102767276188e-04	2.808747838198e-04	2.051447691493e-05	3.541651229025e-06
662                 	1.097759050288e-04	2.800104524976e-04	2.044242190795e-05	3.528415233701e-06
663                 	1.096074636822e-04	2.791489593594e-04	2.037069971314e-05	3.515232885851e-06
664                 	1.095689356494e-04	2.782902720730e-04	2.029930863166e-05	3.502181872052e-06
665                 	1.088755190442e-04	2.774344023798e-04	2.022825054328e-05	3.489070337431e-06
666                 	1.089762471831e-04	2.765813529750e-04	2.015752176477e-05	3.475884056786e-06
667                 	1.089821546216e-04	2.757311145966e-04	2.008711890210e-05	3.462679669981e-06
668                 	1.083236718371e-04	2.748835985282e-04	2.001704047179e-05	3.449524957425e-06
669                 	1.083315559603e-04	2.740388344490e-04	1.994728696675e-05	3.436402042237e-06
670                 	1.083016807808e-04	2.731969329547e-04	1.987784825731e-05	3.423242331795e-06
671                 	1.077381324556e-04	2.723578416338e-04	1.980873454265e-05	3.410309391100e-06
672                 	1.078294401611e-04	2.715215602429e-04	1.973993557980e-05	3.397671216091e-06
673                 	1.074531460130e-04	2.706881131434e-04	1.967145121265e-05	3.385246597977e-06
674                 	1.072581282356e-04	2.698574006178e-04	1.960328307019e-05	3.372872675002e-06
675                 	1.070941036568e-04	2.690294217904e-04	1.953542863946e-05	3.360373159421e-06
676                 	1.068738860351e-04	2.682042691510e-04	1.946788533737e-05	3.347796318342e-06
677                 	1.065935322529e-04	2.673819147828e-04	1.940065046789e-05	3.335213947689e-06
678                 	1.065675489843e-04	2.665622277651e-04	1.933372164545e-05	3.322660785682e-06
679                 	1.060200699464e-04	2.657451382206e-04	1.926709574374e-05	3.310088481644e-06
680                 	1.059405793995e-04	2.649307067860e-04	1.920077463321e-05	3.297533667764e-06
681                 	1.059114067589e-04	2.641189404855e-04	1.913475646628e-05	3.285215134507e-06
682                 	1.053608738406e-04	2.633098897880e-04	1.906903778389e-05	3.273084041634e-06
683                 	1.052829240646e-04	2.625035816289e-04	1.900361712379e-05	3.261075309951e-06
684                 	1.052669520994e-04	2.616999660138e-04	1.893849469237e-05	3.249147364368e-06
685                 	1.049499792370e-04	2.608990435296e-04	1.887366913719e-05	3.237181641349e-06
686                 	1.044080794647e-04	2.601008394075e-04	1.880913962966e-05	3.225181239072e-06
687                 	1.043948703885e-04	2.593053563022e-04	1.874490145185e-05	3.213201179317e-06
688                 	1.042382032776e-04	2.585125432426e-04	1.868094063842e-05	3.201257583309e-06
689                 	1.042042384341e-04	2.577222861270e-04	1.861727885894e-05	3.189767918476e-06
690                 	1.038634502958e-04	2.569347017034e-04	1.855390702195e-05	3.178840475800e-06
691                 	1.035495187687e-04	2.561498241645e-04	1.849081641515e-05	3.168261628190e-06
692                 	1.033573076778e-04	2.553677654028e-04	1.842800806474e-05	3.007067718700e-05
693                 	1.033700247231e-04	2.218438978663e-04	1.855243112446e-05	1.813130838841e-05
694                 	1.029290271151e-04	2.338095241526e-04	1.841093617474e-05	1.995685010959e-05
695                 	1.028872198118e-04	2.104189327542e-04	1.846876549682e-05	2.108826662600e-05
696                 	1.024204357659e-04	2.308816094453e-04	1.829139912481e-05	1.734565977457e-05
697                 	1.021390538943e-04	2.108277198104e-04	1.834245592513e-05	1.615045530500e-05
698                 	1.018343645915e-04	1.971005571928e-04	1.836339311829e-05	1.225511162202e-05
699                 	1.015431071717e-04	1.893394522589e-04	1.834866466352e-05	8.087128990470e-06
700                 	1.013556893241e-04	1.863854616086e-04	1.830771393651e-05	6.061194356230e-06
701                 	1.009897829776e-04	1.861805081530e-04	1.825524129625e-05	5.677689164250e-06
702                 	1.009042379456e-04	1.870267023859e-04	1.820205340220e-05	4.931684279731e-06
703                 	1.004706030105e-04	1.878706837927e-04	1.815360137184e-05	4.418004053052e-06
704                 	1.000884249293e-04	1.880574333362e-04	1.811035864991e-05	3.803713558324e-06
705                 	9.990760252581e-05	1.877279406463e-04	1.806891796828e-05	3.438581997314e-06
706                 	9.974203092995e-05	1.875448777386e-04	1.802639383420e-05	3.277549036537e-06
707                 	9.964251025967e-05	1.868277198693e-04	1.798591260626e-05	3.059062937617e-06
708                 	9.926422681699e-05	1.864314049422e-04	1.794325782393e-05	2.910485387605e-06
709                 	9.882344458472e-05	1.859002380232e-04	1.790108266858e-05	2.674108803557e-06
710                 	9.837830938633e-05	1.854935365656e-04	1.785869410992e-05	2.519124938424e-06
711                 	9.825047720384e-05	1.850237904412e-04	1.781575319389e-05	2.584149061796e-06
712                 	9.797925445643e-05	1.844367734818e-04	1.777296974539e-05	2.431597075126e-06
713                 	9.766880506569e-05	1.840235227243e-04	1.772933948709e-05	2.547443406839e-06
714                 	9.754542275824e-05	1.834485084202e-04	1.768641837104e-05	2.447495335238e-06
715                 	9.718760067122e-05	1.828670580130e-04	1.764241322478e-05	2.499088058131e-06
716                 	9.692783803776e-05	1.825679706294e-04	1.759821664644e-05	2.441839483987e-06
717                 	9.658233238625e-05	1.820930926118e-04	1.755569848851e-05	2.393045383394e-06
718                 	9.606728283136e-05	1.815823860041e-04	1.751328325528e-05	2.544688553196e-06
719                 	9.607405025528e-05	1.809780715873e-04	1.747111489419e-05	2.371064555074e-06
720                 	9.618171825886e-05	1.804855941041e-04	1.742777756323e-05	2.421095508788e-06
721                 	9.573997839404e-05	1.801651974721e-04	1.738475665203e-05	2.301264674417e-06
722                 	9.574077151640e-05	1.797661394143e-04	1.734324530819e-05	2.272988570753e-06
723                 	9.527925073963e-05	1.792843789367e-04	1.730180488333e-05	2.485062656755e-06
724                 	9.482508018692e-05	1.787949054666e-04	1.726034267184e-05	2.591084399122e-06
725                 	9.461889898777e-05	1.783471079403e-04	1.721894335389e-05	2.342984468002e-06
726                 	9.463226450016e-05	1.779993052624e-04	1.717720343644e-05	2.474878518108e-06
727                 	9.415847490920e-05	1.775222152726e-04	1.713606427014e-05	2.494821757481e-06
728                 	9.392953592441e-05	1.770793386960e-04	1.709509461302e-05	2.292573307833e-06
729                 	9.341854941337e-05	1.766998993029e-04	1.705385331085e-05	2.432095200158e-06
730                 	9.336743429782e-05	1.762250748724e-04	1.701306354731e-05	2.259468566729e-06
731                 	9.329294367939e-05	1.758179280234e-04	1.697197492596e-05	2.344506458587e-06
732                 	9.299976870387e-05	1.753247646109e-04	1.693116087258e-05	2.440724618613e-06
733                 	9.261694063946e-05	1.748859295320e-04	1.689053251558e-05	2.262013232450e-06
734                 	9.249357882553e-05	1.745280554949e-04	1.684968705238e-05	2.385353805703e-06
735                 	9.224860744551e-05	1.740557297424e-04	1.680947251017e-05	2.243146148084e-06
736                 	9.227056230282e-05	1.736664771623e-04	1.676899880851e-05	2.328463218176e-06
737                 	9.184129106830e-05	1.732015018829e-04	1.672862162500e-05	2.461699117161e-06
738                 	9.143066519550e-05	1.727427941420e-04	1.668859485966e-05	2.526976350594e-06
739                 	9.148460215465e-05	1.723621481990e-04	1.664883716625e-05	2.276046495451e-06
740                 	9.098757664066e-05	1.720007988240e-04	1.660901958420e-05	2.418159592364e-06
741                 	9.087469371278e-05	1.715521291271e-04	1.656977932270e-05	2.231872481821e-06
742                 	9.061463711242e-05	1.711588884440e-04	1.653028431543e-05	2.349630329317e-06
743                 	9.044130195366e-05	1.706939341602e-04	1.649094417043e-05	2.465587038381e-06
744                 	9.033861449915e-05	1.702937982861e-04	1.645168166127e-05	2.248776106804e-06
745                 	9.018620242018e-05	1.699432549483e-04	1.641229404270e-05	2.381766942278e-06
746                 	8.968038416418e-05	1.694863608075e-04	1.637341729684e-05	2.415510970280e-06
747                 	8.971550544302e-05	1.690717739848e-04	1.633468876407e-05	2.216737928540e-06
748                 	8.942611489262e-05	1.687192199211e-04	1.629577877924e-05	2.355346230501e-06
749                 	8.909574382751e-05	1.682860824688e-04	1.625732245803e-05	2.185683778343e-06
750                 	8.858985085763e-05	1.678639755742e-04	1.621795002357e-05	2.212957785452e-06
751                 	8.860387272560e-05	1.674912472853e-04	1.617938874891e-05	2.135391561507e-06
752                 	8.859490592358e-05	1.670586595825e-04	1.614142638091e-05	2.319973215406e-06
753                 	8.847859408625e-05	1.666860446761e-04	1.610349689157e-05	2.444869258227e-06
754                 	8.803142818915e-05	1.662609921506e-04	1.606565152480e-05	2.447669403541e-06
