"U:0","U:1","U:2","grad(U):0","grad(U):1","grad(U):2","grad(U):3","grad(U):4","grad(U):5","grad(U):6","grad(U):7","grad(U):8","nu","p","shearStress:0","shearStress:1","shearStress:2","shearStress:3","shearStress:4","shearStress:5","strainRate","wallShearStress:0","wallShearStress:1","wallShearStress:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-3.6003e-11,-1.4176e-06,0.15996,-0.014138,3.5431e-07,2.5144e-11,-1.1085e-08,0.0014553,-71.43,1.6475e-09,-7.7806e-05,0.019396,0.0030891,41.254,0.00010473,4.7102e-06,-0.00010944,-1.0659e-09,0.21061,-5.1958e-12,71.43,0,0,0,1,0.0001043,0,0.0001043,0.01024
-3.601e-11,-1.4139e-06,0.15993,-0.014029,3.5284e-07,2.5326e-11,-9.9064e-09,0.0014801,-71.967,1.6457e-09,-7.6714e-05,0.019312,0.0030737,41.254,0.0001036,4.506e-06,-0.0001081,-1.0596e-09,0.2114,-5.1643e-12,71.967,0,0,0,1,0.0001047,0,0.0001047,0.01024
-3.6018e-11,-1.4102e-06,0.15991,-0.013921,3.5136e-07,2.5508e-11,-8.7283e-09,0.0015049,-72.503,1.644e-09,-7.5622e-05,0.019227,0.0030582,41.254,0.00010246,4.3017e-06,-0.00010676,-1.0532e-09,0.21218,-5.1329e-12,72.503,0,0,0,1,0.0001051,0,0.0001051,0.01024
-3.6025e-11,-1.4065e-06,0.15988,-0.013812,3.4988e-07,2.5689e-11,-7.5502e-09,0.0015297,-73.04,1.6422e-09,-7.4529e-05,0.019142,0.0030427,41.254,0.00010133,4.0974e-06,-0.00010543,-1.0468e-09,0.21297,-5.1014e-12,73.04,0,0,0,1,0.0001055,0,0.0001055,0.01024
-3.6033e-11,-1.4028e-06,0.15986,-0.013704,3.484e-07,2.5871e-11,-6.3721e-09,0.0015545,-73.577,1.6405e-09,-7.3437e-05,0.019058,0.0030272,41.254,0.0001002,3.8932e-06,-0.00010409,-1.0405e-09,0.21376,-5.07e-12,73.577,0,0,0,1,0.0001059,0,0.0001059,0.01024
-3.6041e-11,-1.399e-06,0.15983,-0.013595,3.4693e-07,2.6052e-11,-5.194e-09,0.0015793,-74.113,1.6388e-09,-7.2345e-05,0.018973,0.0030117,41.254,9.9067e-05,3.6889e-06,-0.00010276,-1.0341e-09,0.21454,-5.0386e-12,74.113,0,0,0,1,0.0001063,0,0.0001063,0.01024
-3.6048e-11,-1.3953e-06,0.15981,-0.013487,3.4545e-07,2.6234e-11,-4.016e-09,0.0016041,-74.65,1.637e-09,-7.1253e-05,0.018888,0.0029962,41.254,9.7935e-05,3.4846e-06,-0.00010142,-1.0277e-09,0.21533,-5.0071e-12,74.65,0,0,0,1,0.0001067,0,0.0001067,0.01024
-3.6056e-11,-1.3916e-06,0.15978,-0.013378,3.4397e-07,2.6416e-11,-2.8379e-09,0.0016289,-75.187,1.6353e-09,-7.016e-05,0.018804,0.0029807,41.254,9.6803e-05,3.2804e-06,-0.00010008,-1.0214e-09,0.21612,-4.9757e-12,75.187,0,0,0,1,0.0001071,0,0.0001071,0.01024
-3.6064e-11,-1.3879e-06,0.15976,-0.01327,3.4249e-07,2.6597e-11,-1.6598e-09,0.0016537,-75.724,1.6336e-09,-6.9068e-05,0.018719,0.0029652,41.254,9.5671e-05,3.0761e-06,-9.8748e-05,-1.015e-09,0.21691,-4.9442e-12,75.724,0,0,0,1,0.0001075,0,0.0001075,0.01024
-3.6071e-11,-1.3842e-06,0.15973,-0.013161,3.4102e-07,2.6779e-11,-4.8168e-10,0.0016785,-76.26,1.6318e-09,-6.7976e-05,0.018634,0.0029497,41.254,9.4539e-05,2.8719e-06,-9.7411e-05,-1.0086e-09,0.21769,-4.9128e-12,76.26,0,0,0,1,0.0001079,0,0.0001079,0.01024
-3.6079e-11,-1.3805e-06,0.15971,-0.013053,3.3954e-07,2.696e-11,6.9641e-10,0.0017033,-76.797,1.6301e-09,-6.6883e-05,0.018549,0.0029342,41.254,9.3407e-05,2.6676e-06,-9.6075e-05,-1.0023e-09,0.21848,-4.8813e-12,76.797,0,0,0,1,0.0001083,0,0.0001083,0.01024
-3.6086e-11,-1.3767e-06,0.15968,-0.012944,3.3806e-07,2.7142e-11,1.8745e-09,0.0017281,-77.334,1.6283e-09,-6.5791e-05,0.018465,0.0029187,41.254,9.2276e-05,2.4633e-06,-9.4739e-05,-9.9591e-10,0.21927,-4.8499e-12,77.334,0,0,0,1,0.0001087,0,0.0001087,0.01024
-3.6094e-11,-1.373e-06,0.15966,-0.012836,3.3658e-07,2.7324e-11,3.0526e-09,0.0017529,-77.87,1.6266e-09,-6.4699e-05,0.01838,0.0029032,41.254,9.1144e-05,2.2591e-06,-9.3403e-05,-9.8954e-10,0.22005,-4.8184e-12,77.87,0,0,0,1,0.0001091,0,0.0001091,0.01024
-3.6102e-11,-1.3693e-06,0.15963,-0.012727,3.3511e-07,2.7505e-11,4.2307e-09,0.0017777,-78.407,1.6249e-09,-6.3606e-05,0.018295,0.0028877,41.254,9.0012e-05,2.0548e-06,-9.2066e-05,-9.8317e-10,0.22084,-4.787e-12,78.407,0,0,0,1,0.0001095,0,0.0001095,0.01024
-3.6109e-11,-1.3656e-06,0.15961,-0.012619,3.3363e-07,2.7687e-11,5.4088e-09,0.0018025,-78.944,1.6231e-09,-6.2514e-05,0.018211,0.0028722,41.254,8.888e-05,1.8505e-06,-9.073e-05,-9.7681e-10,0.22163,-4.7556e-12,78.944,0,0,0,1,0.0001099,0,0.0001099,0.01024
-3.6117e-11,-1.3619e-06,0.15958,-0.01251,3.3215e-07,2.7868e-11,6.5869e-09,0.0018272,-79.481,1.6214e-09,-6.1422e-05,0.018126,0.0028567,41.254,8.7748e-05,1.6463e-06,-8.9394e-05,-9.7044e-10,0.22242,-4.7241e-12,79.481,0,0,0,1,0.00011029,0,0.00011029,0.01024
-3.6112e-11,-1.3619e-06,0.15955,-0.012459,3.3091e-07,2.8102e-11,7.4793e-09,0.0017536,-80.113,1.6196e-09,-6.0207e-05,0.018034,0.0028448,41.254,8.6872e-05,1.7967e-06,-8.8669e-05,-9.6545e-10,0.22321,-4.7e-12,80.113,0,0,0,1,0.00011069,0,0.00011069,0.01024
-3.6101e-11,-1.3634e-06,0.15951,-0.012431,3.2977e-07,2.8357e-11,8.253e-09,0.0016389,-80.785,1.6177e-09,-5.8941e-05,0.017939,0.0028345,41.254,8.6103e-05,2.0946e-06,-8.8198e-05,-9.6104e-10,0.22401,-4.679e-12,80.785,0,0,0,1,0.00011109,0,0.00011109,0.01024
-3.609e-11,-1.365e-06,0.15947,-0.012402,3.2862e-07,2.8612e-11,9.0267e-09,0.0015243,-81.457,1.6158e-09,-5.7675e-05,0.017845,0.0028241,41.254,8.5334e-05,2.3926e-06,-8.7726e-05,-9.5663e-10,0.22481,-4.6579e-12,81.457,0,0,0,1,0.00011149,0,0.00011149,0.01024
-3.6079e-11,-1.3666e-06,0.15943,-0.012374,3.2748e-07,2.8867e-11,9.8004e-09,0.0014096,-82.13,1.6139e-09,-5.6409e-05,0.01775,0.0028137,41.254,8.4565e-05,2.6905e-06,-8.7255e-05,-9.5222e-10,0.22561,-4.6369e-12,82.13,0,0,0,1,0.00011189,0,0.00011189,0.01024
-3.6068e-11,-1.3681e-06,0.1594,-0.012346,3.2634e-07,2.9121e-11,1.0574e-08,0.0012949,-82.802,1.6121e-09,-5.5143e-05,0.017655,0.0028034,41.254,8.3796e-05,2.9884e-06,-8.6784e-05,-9.478e-10,0.2264,-4.6158e-12,82.802,0,0,0,1,0.00011229,0,0.00011229,0.01024
-3.6057e-11,-1.3697e-06,0.15936,-0.012318,3.2519e-07,2.9376e-11,1.1348e-08,0.0011803,-83.474,1.6102e-09,-5.3877e-05,0.01756,0.002793,41.254,8.3027e-05,3.2863e-06,-8.6313e-05,-9.4339e-10,0.2272,-4.5947e-12,83.474,0,0,0,1,0.00011269,0,0.00011269,0.01024
-3.6046e-11,-1.3713e-06,0.15932,-0.01229,3.2405e-07,2.9631e-11,1.2121e-08,0.0010656,-84.146,1.6083e-09,-5.2611e-05,0.017466,0.0027826,41.254,8.2258e-05,3.5843e-06,-8.5842e-05,-9.3898e-10,0.228,-4.5737e-12,84.146,0,0,0,1,0.00011309,0,0.00011309,0.01024
-3.6035e-11,-1.3728e-06,0.15929,-0.012261,3.2291e-07,2.9886e-11,1.2895e-08,0.00095098,-84.818,1.6065e-09,-5.1345e-05,0.017371,0.0027723,41.254,8.1488e-05,3.8822e-06,-8.5371e-05,-9.3457e-10,0.2288,-4.5526e-12,84.818,0,0,0,1,0.00011349,0,0.00011349,0.01024
-3.6024e-11,-1.3744e-06,0.15925,-0.012233,3.2176e-07,3.0141e-11,1.3669e-08,0.00083633,-85.49,1.6046e-09,-5.0079e-05,0.017276,0.0027619,41.254,8.0719e-05,4.1801e-06,-8.4899e-05,-9.3016e-10,0.2296,-4.5316e-12,85.491,0,0,0,1,0.00011389,0,0.00011389,0.01024
-3.6013e-11,-1.3759e-06,0.15921,-0.012205,3.2062e-07,3.0396e-11,1.4443e-08,0.00072168,-86.163,1.6027e-09,-4.8813e-05,0.017181,0.0027515,41.254,7.995e-05,4.478e-06,-8.4428e-05,-9.2574e-10,0.2304,-4.5105e-12,86.163,0,0,0,1,0.00011429,0,0.00011429,0.01024
-3.6002e-11,-1.3775e-06,0.15917,-0.012177,3.1948e-07,3.0651e-11,1.5216e-08,0.00060703,-86.835,1.6008e-09,-4.7547e-05,0.017086,0.0027411,41.254,7.9181e-05,4.776e-06,-8.3957e-05,-9.2133e-10,0.23119,-4.4895e-12,86.835,0,0,0,1,0.00011469,0,0.00011469,0.01024
-3.5991e-11,-1.3791e-06,0.15914,-0.012149,3.1833e-07,3.0906e-11,1.599e-08,0.00049237,-87.507,1.599e-09,-4.6281e-05,0.016992,0.0027308,41.254,7.8412e-05,5.0739e-06,-8.3486e-05,-9.1692e-10,0.23199,-4.4684e-12,87.507,0,0,0,1,0.00011509,0,0.00011509,0.01024
-3.598e-11,-1.3806e-06,0.1591,-0.01212,3.1719e-07,3.1161e-11,1.6764e-08,0.00037772,-88.179,1.5971e-09,-4.5015e-05,0.016897,0.0027204,41.254,7.7643e-05,5.3718e-06,-8.3015e-05,-9.1251e-10,0.23279,-4.4474e-12,88.179,0,0,0,1,0.00011549,0,0.00011549,0.01024
-3.5969e-11,-1.3822e-06,0.15906,-0.012092,3.1604e-07,3.1416e-11,1.7537e-08,0.00026307,-88.851,1.5952e-09,-4.3749e-05,0.016802,0.00271,41.254,7.6874e-05,5.6698e-06,-8.2544e-05,-9.0809e-10,0.23359,-4.4263e-12,88.851,0,0,0,1,0.00011589,0,0.00011589,0.01024
-3.5959e-11,-1.3838e-06,0.15902,-0.012064,3.149e-07,3.1671e-11,1.8311e-08,0.00014841,-89.524,1.5934e-09,-4.2483e-05,0.016707,0.0026997,41.254,7.6105e-05,5.9677e-06,-8.2073e-05,-9.0368e-10,0.23439,-4.4053e-12,89.524,0,0,0,1,0.00011629,0,0.00011629,0.01024
-3.5948e-11,-1.3853e-06,0.15899,-0.012036,3.1376e-07,3.1926e-11,1.9085e-08,3.3759e-05,-90.196,1.5915e-09,-4.1217e-05,0.016612,0.0026893,41.254,7.5336e-05,6.2656e-06,-8.1601e-05,-8.9927e-10,0.23519,-4.3842e-12,90.196,0,0,0,1,0.00011669,0,0.00011669,0.01024
-3.5937e-11,-1.3869e-06,0.15895,-0.012008,3.1261e-07,3.2181e-11,1.9858e-08,-8.0893e-05,-90.868,1.5896e-09,-3.9951e-05,0.016518,0.0026789,41.254,7.4567e-05,6.5635e-06,-8.113e-05,-8.9486e-10,0.23598,-4.3632e-12,90.868,0,0,0,1,0.00011709,0,0.00011709,0.01024
-3.5926e-11,-1.3884e-06,0.15891,-0.01198,3.1147e-07,3.2436e-11,2.0632e-08,-0.00019555,-91.54,1.5877e-09,-3.8685e-05,0.016423,0.0026686,41.254,7.3798e-05,6.8615e-06,-8.0659e-05,-8.9044e-10,0.23678,-4.3421e-12,91.54,0,0,0,1,0.00011749,0,0.00011749,0.01024
-3.5915e-11,-1.39e-06,0.15888,-0.011951,3.1033e-07,3.2691e-11,2.1406e-08,-0.0003102,-92.212,1.5859e-09,-3.7419e-05,0.016328,0.0026582,41.254,7.3029e-05,7.1594e-06,-8.0188e-05,-8.8603e-10,0.23758,-4.3211e-12,92.212,0,0,0,1,0.00011789,0,0.00011789,0.01024
-3.5904e-11,-1.3916e-06,0.15884,-0.011923,3.0918e-07,3.2946e-11,2.2179e-08,-0.00042485,-92.885,1.584e-09,-3.6153e-05,0.016233,0.0026478,41.254,7.226e-05,7.4573e-06,-7.9717e-05,-8.8162e-10,0.23838,-4.3e-12,92.885,0,0,0,1,0.00011829,0,0.00011829,0.01024
-3.5893e-11,-1.3931e-06,0.1588,-0.011895,3.0804e-07,3.32e-11,2.2953e-08,-0.00053951,-93.557,1.5821e-09,-3.4887e-05,0.016138,0.0026374,41.254,7.149e-05,7.7553e-06,-7.9246e-05,-8.7721e-10,0.23918,-4.279e-12,93.557,0,0,0,1,0.00011869,0,0.00011869,0.01024
-3.5882e-11,-1.3947e-06,0.15876,-0.011867,3.069e-07,3.3455e-11,2.3727e-08,-0.00065416,-94.229,1.5802e-09,-3.3621e-05,0.016044,0.0026271,41.254,7.0721e-05,8.0532e-06,-7.8775e-05,-8.728e-10,0.23998,-4.2579e-12,94.229,0,0,0,1,0.00011909,0,0.00011909,0.01024
-3.5871e-11,-1.3963e-06,0.15873,-0.011839,3.0575e-07,3.371e-11,2.45e-08,-0.00076881,-94.901,1.5784e-09,-3.2355e-05,0.015949,0.0026167,41.254,6.9952e-05,8.3511e-06,-7.8303e-05,-8.6838e-10,0.24077,-4.2368e-12,94.901,0,0,0,1,0.00011949,0,0.00011949,0.01024
-3.586e-11,-1.3978e-06,0.15869,-0.01181,3.0461e-07,3.3965e-11,2.5274e-08,-0.00088347,-95.573,1.5765e-09,-3.1089e-05,0.015854,0.0026063,41.254,6.9183e-05,8.649e-06,-7.7832e-05,-8.6397e-10,0.24157,-4.2158e-12,95.573,0,0,0,1,0.00011989,0,0.00011989,0.01024
-3.5849e-11,-1.3994e-06,0.15865,-0.011782,3.0347e-07,3.422e-11,2.6048e-08,-0.00099812,-96.246,1.5746e-09,-2.9823e-05,0.015759,0.002596,41.254,6.8414e-05,8.947e-06,-7.7361e-05,-8.5956e-10,0.24237,-4.1947e-12,96.246,0,0,0,1,0.00012029,0,0.00012029,0.01024
-3.5838e-11,-1.4009e-06,0.15861,-0.011754,3.0232e-07,3.4475e-11,2.6821e-08,-0.0011128,-96.918,1.5728e-09,-2.8558e-05,0.015665,0.0025856,41.254,6.7645e-05,9.2449e-06,-7.689e-05,-8.5515e-10,0.24317,-4.1737e-12,96.918,0,0,0,1,0.00012069,0,0.00012069,0.01024
-3.5827e-11,-1.4025e-06,0.15858,-0.011726,3.0118e-07,3.473e-11,2.7595e-08,-0.0012274,-97.59,1.5709e-09,-2.7292e-05,0.01557,0.0025752,41.254,6.6876e-05,9.5428e-06,-7.6419e-05,-8.5073e-10,0.24397,-4.1526e-12,97.59,0,0,0,1,0.00012108,0,0.00012108,0.01024
-3.5816e-11,-1.4041e-06,0.15854,-0.011698,3.0004e-07,3.4985e-11,2.8369e-08,-0.0013421,-98.262,1.569e-09,-2.6026e-05,0.015475,0.0025649,41.254,6.6107e-05,9.8407e-06,-7.5948e-05,-8.4632e-10,0.24477,-4.1316e-12,98.262,0,0,0,1,0.00012148,0,0.00012148,0.01024
-3.5806e-11,-1.4056e-06,0.1585,-0.011669,2.9889e-07,3.524e-11,2.9143e-08,-0.0014567,-98.934,1.5671e-09,-2.476e-05,0.01538,0.0025545,41.254,6.5338e-05,1.0139e-05,-7.5477e-05,-8.4191e-10,0.24556,-4.1105e-12,98.934,0,0,0,1,0.00012188,0,0.00012188,0.01024
-3.5795e-11,-1.4072e-06,0.15847,-0.011641,2.9775e-07,3.5495e-11,2.9916e-08,-0.0015714,-99.607,1.5653e-09,-2.3494e-05,0.015285,0.0025441,41.254,6.4569e-05,1.0437e-05,-7.5005e-05,-8.375e-10,0.24636,-4.0895e-12,99.607,0,0,0,1,0.00012228,0,0.00012228,0.01024
-3.5784e-11,-1.4088e-06,0.15843,-0.011613,2.9661e-07,3.575e-11,3.069e-08,-0.001686,-100.28,1.5634e-09,-2.2228e-05,0.015191,0.0025337,41.254,6.38e-05,1.0735e-05,-7.4534e-05,-8.3308e-10,0.24716,-4.0684e-12,100.28,0,0,0,1,0.00012268,0,0.00012268,0.01024
-3.5773e-11,-1.4103e-06,0.15839,-0.011585,2.9546e-07,3.6005e-11,3.1464e-08,-0.0018007,-100.95,1.5615e-09,-2.0962e-05,0.015096,0.0025234,41.254,6.3031e-05,1.1032e-05,-7.4063e-05,-8.2867e-10,0.24796,-4.0474e-12,100.95,0,0,0,1,0.00012308,0,0.00012308,0.01024
-3.5762e-11,-1.4119e-06,0.15835,-0.011557,2.9432e-07,3.626e-11,3.2237e-08,-0.0019153,-101.62,1.5596e-09,-1.9696e-05,0.015001,0.002513,41.254,6.2262e-05,1.133e-05,-7.3592e-05,-8.2426e-10,0.24876,-4.0263e-12,101.62,0,0,0,1,0.00012348,0,0.00012348,0.01024
-3.5751e-11,-1.4134e-06,0.15832,-0.011529,2.9317e-07,3.6515e-11,3.3011e-08,-0.00203,-102.3,1.5578e-09,-1.843e-05,0.014906,0.0025026,41.254,6.1493e-05,1.1628e-05,-7.3121e-05,-8.1985e-10,0.24956,-4.0053e-12,102.3,0,0,0,1,0.00012388,0,0.00012388,0.01024
-3.574e-11,-1.415e-06,0.15828,-0.0115,2.9203e-07,3.677e-11,3.3785e-08,-0.0021446,-102.97,1.5559e-09,-1.7164e-05,0.014811,0.0024923,41.254,6.0723e-05,1.1926e-05,-7.265e-05,-8.1544e-10,0.25035,-3.9842e-12,102.97,0,0,0,1,0.00012428,0,0.00012428,0.01024
-3.5729e-11,-1.4166e-06,0.15824,-0.011472,2.9089e-07,3.7025e-11,3.4558e-08,-0.0022593,-103.64,1.554e-09,-1.5898e-05,0.014717,0.0024819,41.254,5.9954e-05,1.2224e-05,-7.2179e-05,-8.1102e-10,0.25115,-3.9632e-12,103.64,0,0,0,1,0.00012468,0,0.00012468,0.01024
-3.5718e-11,-1.4181e-06,0.1582,-0.011444,2.8974e-07,3.728e-11,3.5332e-08,-0.002374,-104.31,1.5522e-09,-1.4632e-05,0.014622,0.0024715,41.254,5.9185e-05,1.2522e-05,-7.1707e-05,-8.0661e-10,0.25195,-3.9421e-12,104.31,0,0,0,1,0.00012508,0,0.00012508,0.01024
-3.5707e-11,-1.4197e-06,0.15817,-0.011416,2.886e-07,3.7534e-11,3.6106e-08,-0.0024886,-104.98,1.5503e-09,-1.3366e-05,0.014527,0.0024612,41.254,5.8416e-05,1.282e-05,-7.1236e-05,-8.022e-10,0.25275,-3.9211e-12,104.98,0,0,0,1,0.00012548,0,0.00012548,0.01024
-3.5696e-11,-1.4213e-06,0.15813,-0.011388,2.8746e-07,3.7789e-11,3.6879e-08,-0.0026033,-105.66,1.5484e-09,-1.21e-05,0.014432,0.0024508,41.254,5.7647e-05,1.3118e-05,-7.0765e-05,-7.9779e-10,0.25355,-3.9e-12,105.66,0,0,0,1,0.00012588,0,0.00012588,0.01024
-3.5685e-11,-1.4228e-06,0.15809,-0.011359,2.8631e-07,3.8044e-11,3.7653e-08,-0.0027179,-106.33,1.5465e-09,-1.0834e-05,0.014338,0.0024404,41.254,5.6878e-05,1.3416e-05,-7.0294e-05,-7.9337e-10,0.25435,-3.8789e-12,106.33,0,0,0,1,0.00012628,0,0.00012628,0.01024
-3.5674e-11,-1.4244e-06,0.15806,-0.011331,2.8517e-07,3.8299e-11,3.8427e-08,-0.0028326,-107,1.5447e-09,-9.5679e-06,0.014243,0.00243,41.254,5.6109e-05,1.3714e-05,-6.9823e-05,-7.8896e-10,0.25514,-3.8579e-12,107,0,0,0,1,0.00012668,0,0.00012668,0.01024
-3.5664e-11,-1.426e-06,0.15802,-0.011303,2.8403e-07,3.8554e-11,3.92e-08,-0.0029472,-107.67,1.5428e-09,-8.3019e-06,0.014148,0.0024197,41.254,5.534e-05,1.4012e-05,-6.9352e-05,-7.8455e-10,0.25594,-3.8368e-12,107.67,0,0,0,1,0.00012708,0,0.00012708,0.01024
-3.5653e-11,-1.4275e-06,0.15798,-0.011275,2.8288e-07,3.8809e-11,3.9974e-08,-0.0030619,-108.35,1.5409e-09,-7.036e-06,0.014053,0.0024093,41.254,5.4571e-05,1.431e-05,-6.8881e-05,-7.8014e-10,0.25674,-3.8158e-12,108.35,0,0,0,1,0.00012748,0,0.00012748,0.01024
-3.5642e-11,-1.4291e-06,0.15794,-0.011247,2.8174e-07,3.9064e-11,4.0748e-08,-0.0031765,-109.02,1.539e-09,-5.77e-06,0.013958,0.0023989,41.254,5.3802e-05,1.4608e-05,-6.8409e-05,-7.7573e-10,0.25754,-3.7947e-12,109.02,0,0,0,1,0.00012788,0,0.00012788,0.01024
-3.5631e-11,-1.4306e-06,0.15791,-0.011219,2.806e-07,3.9319e-11,4.1521e-08,-0.0032912,-109.69,1.5372e-09,-4.504e-06,0.013864,0.0023886,41.254,5.3033e-05,1.4906e-05,-6.7938e-05,-7.7131e-10,0.25834,-3.7737e-12,109.69,0,0,0,1,0.00012828,0,0.00012828,0.01024
-3.562e-11,-1.4322e-06,0.15787,-0.01119,2.7945e-07,3.9574e-11,4.2295e-08,-0.0034058,-110.36,1.5353e-09,-3.2381e-06,0.013769,0.0023782,41.254,5.2264e-05,1.5203e-05,-6.7467e-05,-7.669e-10,0.25914,-3.7526e-12,110.36,0,0,0,1,0.00012868,0,0.00012868,0.01024
-3.5607e-11,-1.4337e-06,0.15783,-0.011163,2.7834e-07,3.9837e-11,4.3035e-08,-0.0034878,-111.05,1.5334e-09,-2.142e-06,0.013674,0.0023683,41.254,5.158e-05,1.5392e-05,-6.6972e-05,-7.6268e-10,0.25993,-3.7325e-12,111.05,0,0,0,1,0.00012908,0,0.00012908,0.01024
-3.5585e-11,-1.435e-06,0.15778,-0.011141,2.7741e-07,4.0144e-11,4.3602e-08,-0.0033997,-111.85,1.5315e-09,-1.931e-06,0.013581,0.0023606,41.254,5.1341e-05,1.5009e-05,-6.635e-05,-7.5944e-10,0.26074,-3.717e-12,111.85,0,0,0,1,0.00012948,0,0.00012948,0.01024
-3.5562e-11,-1.4362e-06,0.15773,-0.011119,2.7647e-07,4.045e-11,4.4168e-08,-0.0033116,-112.64,1.5295e-09,-1.7199e-06,0.013487,0.002353,41.254,5.1102e-05,1.4626e-05,-6.5728e-05,-7.5621e-10,0.26154,-3.7016e-12,112.64,0,0,0,1,0.00012988,0,0.00012988,0.01024
-3.554e-11,-1.4375e-06,0.15768,-0.011098,2.7553e-07,4.0757e-11,4.4735e-08,-0.0032235,-113.43,1.5276e-09,-1.5089e-06,0.013394,0.0023453,41.254,5.0863e-05,1.4243e-05,-6.5106e-05,-7.5297e-10,0.26234,-3.6861e-12,113.43,0,0,0,1,0.00013028,0,0.00013028,0.01024
-3.5517e-11,-1.4388e-06,0.15763,-0.011076,2.746e-07,4.1063e-11,4.5301e-08,-0.0031354,-114.23,1.5257e-09,-1.2978e-06,0.013301,0.0023377,41.254,5.0624e-05,1.386e-05,-6.4484e-05,-7.4974e-10,0.26314,-3.6707e-12,114.23,0,0,0,1,0.00013068,0,0.00013068,0.01024
-3.5495e-11,-1.44e-06,0.15758,-0.011054,2.7366e-07,4.137e-11,4.5867e-08,-0.0030472,-115.02,1.5237e-09,-1.0868e-06,0.013207,0.00233,41.254,5.0386e-05,1.3477e-05,-6.3862e-05,-7.4651e-10,0.26395,-3.6552e-12,115.02,0,0,0,1,0.00013108,0,0.00013108,0.01024
-3.5473e-11,-1.4413e-06,0.15753,-0.011032,2.7272e-07,4.1676e-11,4.6434e-08,-0.0029591,-115.81,1.5218e-09,-8.7574e-07,0.013114,0.0023224,41.254,5.0147e-05,1.3094e-05,-6.324e-05,-7.4327e-10,0.26475,-3.6398e-12,115.81,0,0,0,1,0.00013147,0,0.00013147,0.01024
-3.545e-11,-1.4426e-06,0.15748,-0.01101,2.7179e-07,4.1983e-11,4.7e-08,-0.002871,-116.61,1.5198e-09,-6.6469e-07,0.01302,0.0023147,41.254,4.9908e-05,1.2711e-05,-6.2619e-05,-7.4004e-10,0.26555,-3.6243e-12,116.61,0,0,0,1,0.00013187,0,0.00013187,0.01024
-3.5428e-11,-1.4438e-06,0.15743,-0.010988,2.7085e-07,4.2289e-11,4.7566e-08,-0.0027829,-117.4,1.5179e-09,-4.5364e-07,0.012927,0.0023071,41.254,4.9669e-05,1.2328e-05,-6.1997e-05,-7.368e-10,0.26635,-3.6089e-12,117.4,0,0,0,1,0.00013227,0,0.00013227,0.01024
-3.5406e-11,-1.4451e-06,0.15738,-0.010966,2.6991e-07,4.2596e-11,4.8133e-08,-0.0026948,-118.2,1.5159e-09,-2.4259e-07,0.012833,0.0022994,41.254,4.943e-05,1.1945e-05,-6.1375e-05,-7.3357e-10,0.26716,-3.5934e-12,118.2,0,0,0,1,0.00013267,0,0.00013267,0.01024
-3.5383e-11,-1.4464e-06,0.15733,-0.010944,2.6898e-07,4.2903e-11,4.8699e-08,-0.0026067,-118.99,1.514e-09,-3.1536e-08,0.01274,0.0022918,41.254,4.9191e-05,1.1562e-05,-6.0753e-05,-7.3033e-10,0.26796,-3.578e-12,118.99,0,0,0,1,0.00013307,0,0.00013307,0.01024
-3.5361e-11,-1.4476e-06,0.15728,-0.010922,2.6804e-07,4.3209e-11,4.9266e-08,-0.0025186,-119.78,1.5121e-09,1.7952e-07,0.012646,0.0022841,41.254,4.8952e-05,1.1179e-05,-6.0131e-05,-7.271e-10,0.26876,-3.5626e-12,119.78,0,0,0,1,0.00013347,0,0.00013347,0.01024
-3.5338e-11,-1.4489e-06,0.15723,-0.010901,2.671e-07,4.3516e-11,4.9832e-08,-0.0024304,-120.58,1.5101e-09,3.9057e-07,0.012553,0.0022765,41.254,4.8713e-05,1.0796e-05,-5.9509e-05,-7.2387e-10,0.26956,-3.5471e-12,120.58,0,0,0,1,0.00013387,0,0.00013387,0.01024
-3.5316e-11,-1.4502e-06,0.15718,-0.010879,2.6617e-07,4.3822e-11,5.0398e-08,-0.0023423,-121.37,1.5082e-09,6.0162e-07,0.01246,0.0022688,41.254,4.8474e-05,1.0413e-05,-5.8888e-05,-7.2063e-10,0.27037,-3.5317e-12,121.37,0,0,0,1,0.00013427,0,0.00013427,0.01024
-3.5294e-11,-1.4514e-06,0.15712,-0.010857,2.6523e-07,4.4129e-11,5.0965e-08,-0.0022542,-122.16,1.5062e-09,8.1267e-07,0.012366,0.0022612,41.254,4.8236e-05,1.003e-05,-5.8266e-05,-7.174e-10,0.27117,-3.5162e-12,122.16,0,0,0,1,0.00013467,0,0.00013467,0.01024
-3.5271e-11,-1.4527e-06,0.15707,-0.010835,2.6429e-07,4.4435e-11,5.1531e-08,-0.0021661,-122.96,1.5043e-09,1.0237e-06,0.012273,0.0022535,41.254,4.7997e-05,9.6472e-06,-5.7644e-05,-7.1416e-10,0.27197,-3.5008e-12,122.96,0,0,0,1,0.00013507,0,0.00013507,0.01024
-3.5249e-11,-1.4539e-06,0.15702,-0.010813,2.6336e-07,4.4742e-11,5.2097e-08,-0.002078,-123.75,1.5024e-09,1.2348e-06,0.012179,0.0022459,41.254,4.7758e-05,9.2642e-06,-5.7022e-05,-7.1093e-10,0.27277,-3.4853e-12,123.75,0,0,0,1,0.00013547,0,0.00013547,0.01024
