"U:0","U:1","U:2","grad(U):0","grad(U):1","grad(U):2","grad(U):3","grad(U):4","grad(U):5","grad(U):6","grad(U):7","grad(U):8","nu","p","shearStress:0","shearStress:1","shearStress:2","shearStress:3","shearStress:4","shearStress:5","strainRate","wallShearStress:0","wallShearStress:1","wallShearStress:2","arc_length","Points:0","Points:1","Points:2"
-5.2821e-13,-0.0010799,0.054558,-3.0933,1.5553e-09,-1.0366e-09,1.0362e-08,38.853,-949.32,2.868e-09,17.864,-35.978,0.00043722,30.15,0.0026427,-0.034048,0.031405,-5.2111e-12,0.40723,-8.011e-13,934.64,0,0,0,0.00013375,0,0.00034902,0.007601
-5.3402e-13,-0.0010901,0.05538,-3.1283,1.5752e-09,-1.0317e-09,1.0302e-08,38.591,-944.34,2.8884e-09,17.922,-35.639,0.00043808,30.147,0.0026899,-0.033859,0.031169,-5.2028e-12,0.40583,-8.1339e-13,929.54,0,0,0,0.0001351,0,0.00034812,0.007602
-5.4567e-13,-0.0011292,0.056743,-3.2574,1.6154e-09,-1.0213e-09,1.0193e-08,38.136,-935.19,2.9334e-09,18.365,-34.981,0.00043973,30.142,0.002837,-0.033586,0.030749,-5.1936e-12,0.40313,-8.4139e-13,919.91,0,0,0,0.00013728,0,0.00034662,0.0076036
-5.5424e-13,-0.0011437,0.05796,-3.3095,1.6455e-09,-1.0143e-09,1.0102e-08,37.674,-927.77,2.9623e-09,18.424,-34.405,0.00044103,30.138,0.0029081,-0.033244,0.030335,-5.1812e-12,0.40104,-8.5929e-13,912.35,0,0,0,0.0001393,0,0.00034526,0.0076051
-5.6248e-13,-0.0011714,0.058923,-3.403,1.6745e-09,-1.0074e-09,1.0023e-08,37.261,-921.26,2.9927e-09,18.713,-33.847,0.00044224,30.135,0.0030161,-0.032974,0.029958,-5.1744e-12,0.39911,-8.7867e-13,905.5,0,0,0,0.00014086,0,0.00034418,0.0076062
-5.7383e-13,-0.0011897,0.060541,-3.4719,1.7153e-09,-9.9874e-10,9.9e-09,36.551,-911.36,3.0295e-09,18.751,-32.986,0.00044401,30.129,0.0031118,-0.032436,0.029324,-5.1577e-12,0.39631,-9.0195e-13,895.43,0,0,0,0.00014357,0,0.00034234,0.0076082
-5.7861e-13,-0.0012056,0.0611,-3.5273,1.7325e-09,-9.9509e-10,9.8532e-09,36.26,-907.56,3.0464e-09,18.902,-32.61,0.00044474,30.127,0.0031767,-0.032235,0.029058,-5.1537e-12,0.39519,-9.1297e-13,891.45,0,0,0,0.00014448,0,0.0003417,0.0076089
-5.9278e-13,-0.001227,0.063126,-3.6124,1.7847e-09,-9.8432e-10,9.6956e-09,35.253,-895.12,3.0904e-09,18.893,-31.417,0.00044702,30.12,0.0032978,-0.031458,0.02816,-5.1323e-12,0.39167,-9.4175e-13,878.84,0,0,0,0.00014791,0,0.00033936,0.0076114
-5.9405e-13,-0.0012312,0.063275,-3.6274,1.7894e-09,-9.8337e-10,9.6828e-09,35.162,-894.1,3.0946e-09,18.928,-31.303,0.00044721,30.119,0.0033157,-0.031392,0.028077,-5.1312e-12,0.39137,-9.4466e-13,877.77,0,0,0,0.00014816,0,0.00033919,0.0076115
-5.9953e-13,-0.0012388,0.064062,-3.6597,1.81e-09,-9.7912e-10,9.6205e-09,34.728,-889.26,3.1109e-09,18.901,-30.798,0.00044812,30.117,0.0033628,-0.031051,0.027689,-5.1228e-12,0.39,-9.5576e-13,872.88,0,0,0,0.0001495,0,0.00033826,0.0076125
-6.1147e-13,-0.0012778,0.06549,-3.7935,1.8537e-09,-9.6888e-10,9.5306e-09,34.352,-880.4,3.1551e-09,19.251,-30.331,0.00044983,30.114,0.0034838,-0.030849,0.027365,-5.1219e-12,0.38735,-9.8396e-13,863.65,0,0,0,0.00015169,0,0.00033661,0.0076139
-6.1308e-13,-0.0012811,0.065722,-3.8055,1.8597e-09,-9.6747e-10,9.517e-09,34.286,-879.08,3.1604e-09,19.26,-30.258,0.00045008,30.113,0.0034941,-0.030804,0.02731,-5.121e-12,0.38697,-9.8734e-13,862.31,0,0,0,0.00015205,0,0.00033634,0.0076142
-6.2994e-13,-0.001336,0.067728,-3.9987,1.9227e-09,-9.5369e-10,9.3878e-09,33.617,-866.55,3.2205e-09,19.714,-29.454,0.00045257,30.109,0.0036731,-0.030397,0.026724,-5.1202e-12,0.38322,-1.0267e-12,849.27,0,0,0,0.00015517,0,0.00033397,0.0076162
-6.3413e-13,-0.0013443,0.068329,-4.0302,1.9387e-09,-9.5035e-10,9.3519e-09,33.417,-863.08,3.2337e-09,19.729,-29.238,0.00045323,30.108,0.0037006,-0.030256,0.026556,-5.118e-12,0.38222,-1.0354e-12,845.77,0,0,0,0.00015612,0,0.00033326,0.0076168
-6.4798e-13,-0.001389,0.069971,-4.192,1.9917e-09,-9.3905e-10,9.2423e-09,32.755,-852.77,3.281e-09,20.065,-28.461,0.00045534,30.104,0.0038541,-0.029822,0.025968,-5.117e-12,0.37912,-1.0675e-12,835.05,0,0,0,0.0001587,0,0.00033129,0.0076185
-6.5482e-13,-0.0014021,0.07095,-4.2435,2.0184e-09,-9.3328e-10,9.1818e-09,32.385,-847.09,3.302e-09,20.07,-28.065,0.00045645,30.102,0.0039002,-0.029553,0.025652,-5.1132e-12,0.37747,-1.0817e-12,829.33,0,0,0,0.00016027,0,0.00033011,0.0076195
-6.6558e-13,-0.0014363,0.072219,-4.3712,2.0606e-09,-9.2423e-10,9.0936e-09,31.787,-839.07,3.3375e-09,20.299,-27.374,0.00045813,30.1,0.0040244,-0.029139,0.025115,-5.112e-12,0.37505,-1.1069e-12,821.01,0,0,0,0.00016228,0,0.00032855,0.0076208
-6.7514e-13,-0.0014537,0.073586,-4.443,2.0989e-09,-9.1591e-10,9.0063e-09,31.211,-831.1,3.3657e-09,20.279,-26.76,0.00045973,30.096,0.0040906,-0.028707,0.024616,-5.1064e-12,0.37274,-1.1268e-12,812.99,0,0,0,0.0001645,0,0.00032688,0.0076223
-6.8272e-13,-0.0014771,0.074476,-4.5339,2.1294e-09,-9.0979e-10,8.943e-09,30.733,-825.46,3.3897e-09,20.415,-26.216,0.00046095,30.094,0.0041812,-0.028362,0.024181,-5.1057e-12,0.37103,-1.1444e-12,807.15,0,0,0,0.00016593,0,0.00032576,0.0076232
-6.9509e-13,-0.0014981,0.076243,-4.6261,2.1805e-09,-8.9979e-10,8.8294e-09,29.912,-815.1,3.4249e-09,20.352,-25.346,0.00046308,30.09,0.0042689,-0.027732,0.023463,-5.0993e-12,0.36801,-1.1699e-12,796.76,0,0,0,0.00016882,0,0.00032356,0.007625
-6.9937e-13,-0.001511,0.076743,-4.6778,2.1982e-09,-8.9658e-10,8.7928e-09,29.612,-811.92,3.4378e-09,20.413,-25.007,0.00046379,30.089,0.0043218,-0.027508,0.023186,-5.099e-12,0.36704,-1.1797e-12,793.48,0,0,0,0.00016963,0,0.00032292,0.0076255
-7.1467e-13,-0.0015348,0.078923,-4.7901,2.2632e-09,-8.8455e-10,8.6485e-09,28.509,-799.08,3.4796e-09,20.285,-23.844,0.0004665,30.084,0.0044322,-0.026644,0.022212,-5.0909e-12,0.36329,-1.211e-12,780.63,0,0,0,0.00017324,0,0.00032014,0.0076278
-7.1553e-13,-0.0015373,0.079023,-4.8006,2.2669e-09,-8.8391e-10,8.6409e-09,28.443,-798.45,3.4821e-09,20.294,-23.77,0.00046665,30.083,0.0044432,-0.026593,0.02215,-5.0908e-12,0.3631,-1.213e-12,779.97,0,0,0,0.0001734,0,0.00032001,0.0076279
-7.1949e-13,-0.0015428,0.079586,-4.829,2.2843e-09,-8.8085e-10,8.6024e-09,28.136,-795.12,3.4926e-09,20.247,-23.448,0.00046737,30.082,0.0044721,-0.026348,0.021876,-5.0886e-12,0.36212,-1.2211e-12,776.65,0,0,0,0.00017435,0,0.00031928,0.0076285
-7.3426e-13,-0.0015826,0.08136,-4.9897,2.3463e-09,-8.6871e-10,8.4984e-09,27.401,-784.28,3.5405e-09,20.56,-22.527,0.00046983,30.078,0.0046557,-0.025793,0.021138,-5.0961e-12,0.35878,-1.256e-12,765.43,0,0,0,0.0001771,0,0.000317,0.0076301
-7.362e-13,-0.0015858,0.081639,-5.004,2.3546e-09,-8.6709e-10,8.4834e-09,27.304,-782.68,3.5462e-09,20.57,-22.412,0.00047018,30.077,0.0046726,-0.025717,0.021044,-5.0964e-12,0.3583,-1.2601e-12,763.81,0,0,0,0.00017754,0,0.00031664,0.0076303
-7.5372e-13,-0.0016315,0.083726,-5.1965,2.4303e-09,-8.5287e-10,8.3564e-09,26.339,-769.84,3.601e-09,20.896,-21.224,0.00047318,30.073,0.0048972,-0.024967,0.02007,-5.1056e-12,0.35433,-1.3015e-12,750.54,0,0,0,0.00018082,0,0.0003139,0.0076321
-7.5834e-13,-0.0016387,0.084385,-5.2303,2.4507e-09,-8.4884e-10,8.3201e-09,26.087,-766.02,3.614e-09,20.909,-20.93,0.00047404,30.071,0.0049384,-0.024764,0.019826,-5.1066e-12,0.35318,-1.3115e-12,746.68,0,0,0,0.00018187,0,0.00031303,0.0076327
-7.7293e-13,-0.0016753,0.086109,-5.3917,2.5157e-09,-8.3691e-10,8.2111e-09,25.209,-755.36,3.658e-09,21.141,-19.868,0.00047661,30.067,0.0051308,-0.024064,0.018934,-5.1146e-12,0.34987,-1.3461e-12,735.69,0,0,0,0.00018462,0,0.00031072,0.0076342
-7.8036e-13,-0.0016859,0.087164,-5.4459,2.5496e-09,-8.3012e-10,8.1509e-09,24.772,-749.2,3.6783e-09,21.143,-19.364,0.00047803,30.065,0.0051983,-0.023706,0.018508,-5.1163e-12,0.348,-1.3623e-12,729.49,0,0,0,0.00018633,0,0.0003093,0.0076352
-7.9186e-13,-0.0017134,0.08851,-5.5734,2.6025e-09,-8.2046e-10,8.0628e-09,24.026,-740.82,3.7117e-09,21.293,-18.472,0.00048013,30.061,0.0053543,-0.023097,0.017742,-5.1231e-12,0.34538,-1.3899e-12,720.87,0,0,0,0.00018851,0,0.00030745,0.0076363
-8.0228e-13,-0.0017268,0.089977,-5.6485,2.6517e-09,-8.1095e-10,7.9766e-09,23.372,-732.19,3.739e-09,21.267,-17.728,0.00048218,30.058,0.0054504,-0.022551,0.017101,-5.126e-12,0.34276,-1.4127e-12,712.21,0,0,0,0.00019091,0,0.00030545,0.0076376
-8.1052e-13,-0.0017453,0.090934,-5.7399,2.6909e-09,-8.0431e-10,7.9117e-09,22.802,-726.21,3.7619e-09,21.349,-17.053,0.00048373,30.056,0.0055652,-0.022074,0.016509,-5.1311e-12,0.34088,-1.4324e-12,706.08,0,0,0,0.00019248,0,0.0003041,0.0076385
-8.2408e-13,-0.0017607,0.092831,-5.8362,2.7574e-09,-7.9209e-10,7.7968e-09,21.9,-714.97,3.7962e-09,21.278,-16.036,0.00048649,30.051,0.0056922,-0.021308,0.015615,-5.1357e-12,0.33744,-1.4623e-12,694.82,0,0,0,0.00019563,0,0.00030144,0.0076401
