# Residuals         
# Time              	Ux                  	Uy                  	Uz                  	p                   
340                 	1.683528482654e-04	1.212329093461e-04	3.849666982762e-05	4.699952366822e-05
341                 	1.679030173292e-04	1.205196388241e-04	3.829422323441e-05	4.673098978823e-05
342                 	1.674551179742e-04	1.198118292356e-04	3.809312103923e-05	4.646409739738e-05
343                 	1.670091470208e-04	1.191094109347e-04	3.789336036827e-05	4.619169960520e-05
344                 	1.665651060967e-04	1.184123719652e-04	3.769491806119e-05	4.591790417909e-05
345                 	1.661230741061e-04	1.177206956062e-04	3.749779456861e-05	4.567450828662e-05
346                 	1.656830290329e-04	1.170343374404e-04	3.730197373376e-05	4.543686241683e-05
347                 	1.652449279479e-04	1.163537211667e-04	3.710742904504e-05	4.518152196688e-05
348                 	1.648087838816e-04	1.156780132908e-04	3.691415931884e-05	4.491343129662e-05
349                 	1.643746131879e-04	1.150071961488e-04	3.672214685554e-05	4.463659909715e-05
350                 	1.639423991823e-04	1.143415637190e-04	3.653140741958e-05	4.435388342396e-05
351                 	1.635121472995e-04	1.136808985751e-04	3.634190678781e-05	4.406838082260e-05
352                 	1.630839353569e-04	1.130250369371e-04	3.615364043507e-05	4.378253060531e-05
353                 	1.626577223506e-04	1.123740050120e-04	3.596660912325e-05	4.346220099813e-05
354                 	1.622338677115e-04	1.117278365194e-04	3.578081885234e-05	4.311033816206e-05
355                 	1.618151599964e-04	1.110864120211e-04	3.559624791490e-05	4.277552450425e-05
356                 	1.614056603750e-04	1.104499030517e-04	3.541283413287e-05	4.246337442226e-05
357                 	1.609991644560e-04	1.098182896032e-04	3.523068099601e-05	4.215538527642e-05
358                 	1.605947407273e-04	1.091912870230e-04	3.504973131923e-05	4.185174217115e-05
359                 	1.601922277850e-04	1.085690167942e-04	3.486992898811e-05	4.155255504930e-05
360                 	1.597915284741e-04	1.079513275333e-04	3.469127644118e-05	4.127465759888e-05
361                 	1.593925831280e-04	1.073381486779e-04	3.451377399063e-05	4.101259852249e-05
362                 	1.589953090170e-04	1.067295421602e-04	3.433739955553e-05	4.075784007144e-05
363                 	1.585996922656e-04	1.061256067595e-04	3.416216393503e-05	2.089020413121e-04
364                 	1.581641680143e-04	1.007853703626e-04	3.422881875635e-05	1.579348031917e-04
365                 	1.577345232623e-04	9.741576876195e-05	3.420540345228e-05	9.434529028645e-05
366                 	1.573106527422e-04	9.610960480795e-05	3.410189565184e-05	6.931632463813e-05
367                 	1.568918508148e-04	9.585642098348e-05	3.395651365012e-05	6.077860147881e-05
368                 	1.564770176402e-04	9.576653504141e-05	3.379884604673e-05	5.257077316160e-05
369                 	1.560654412166e-04	9.553817590483e-05	3.364213827444e-05	4.642560405930e-05
370                 	1.556567404034e-04	9.516892350669e-05	3.348962186188e-05	4.220394713606e-05
371                 	1.552508365203e-04	9.471654234835e-05	3.334043475560e-05	3.939721384725e-05
372                 	1.548477160242e-04	9.422701514708e-05	3.319292212439e-05	3.784659235822e-05
373                 	1.544473968170e-04	9.371999933166e-05	3.304604069021e-05	3.728640831116e-05
374                 	1.540497551197e-04	9.320122620006e-05	3.289948347062e-05	3.727356964591e-05
375                 	1.536546393904e-04	9.267458848636e-05	3.275330609042e-05	3.713008815644e-05
376                 	1.532619905620e-04	9.214707746712e-05	3.260767352514e-05	3.669226297918e-05
377                 	1.528717274861e-04	9.162531880537e-05	3.246268584770e-05	3.612269454774e-05
378                 	1.524836986633e-04	9.111375751413e-05	3.231839480356e-05	3.562089519194e-05
379                 	1.520979114108e-04	9.061320553953e-05	3.217480128896e-05	3.525070653861e-05
