# Residuals         
# Time              	Ux                  	Uy                  	Uz                  	p                   
1719                	1.065173675877e-05	1.975415056526e-04	1.402407337266e-05	2.318227624540e-06
1720                	1.064235089612e-05	1.973300459007e-04	1.401164050670e-05	2.314314695301e-06
1721                	1.062169646625e-05	1.971181549943e-04	1.399918081291e-05	2.310416035849e-06
1722                	1.060964102295e-05	1.969058481565e-04	1.398669534081e-05	2.306538359526e-06
1723                	1.059330467424e-05	1.966930971168e-04	1.397417843040e-05	2.303799991479e-06
1724                	1.058639480557e-05	1.964797672851e-04	1.396163296545e-05	2.300287924804e-06
1725                	1.056212453481e-05	1.962661450636e-04	1.394906153502e-05	2.296244267185e-06
1726                	1.054868473408e-05	1.960521411823e-04	1.393646740351e-05	2.292133957425e-06
1727                	1.053400724947e-05	1.958378260339e-04	1.392385424644e-05	2.288234367674e-06
1728                	1.052783556153e-05	1.956232087052e-04	1.391122167737e-05	2.284564201121e-06
1729                	1.051320964774e-05	1.954086180537e-04	1.389856862267e-05	2.283165978326e-06
1730                	1.049315795880e-05	1.951931823637e-04	1.388589886046e-05	2.278258604008e-06
1731                	1.047950380415e-05	1.949774303308e-04	1.387320943870e-05	2.273921635313e-06
1732                	1.046054457810e-05	1.947614444792e-04	1.386050195770e-05	2.269912702743e-06
1733                	1.044804179965e-05	1.945452521560e-04	1.384777539421e-05	2.266066553700e-06
1734                	1.043772785363e-05	1.943287828072e-04	1.383502975336e-05	2.262339922855e-06
1735                	1.042539406501e-05	1.941122409470e-04	1.382226726496e-05	2.260887468447e-06
1736                	1.040980216092e-05	1.938950620561e-04	1.380948662182e-05	2.256025905151e-06
1737                	1.039777534276e-05	1.936774942816e-04	1.379668755846e-05	2.251712840771e-06
1738                	1.037803660613e-05	1.934596777393e-04	1.378386996219e-05	2.247771138312e-06
1739                	1.036221999153e-05	1.932416574990e-04	1.377103529181e-05	2.243965842598e-06
1740                	1.035863034750e-05	1.930234167054e-04	1.375818278867e-05	2.240231900101e-06
1741                	1.034465410233e-05	1.928049150856e-04	1.374531498840e-05	2.236572210336e-06
1742                	1.033245827969e-05	1.924786759364e-04	1.373373500648e-05	2.368087145925e-06
1743                	1.031199349555e-05	1.923431702459e-04	1.371994343297e-05	2.276561026958e-06
1744                	1.030155181576e-05	1.921709963822e-04	1.370634718246e-05	2.245278731687e-06
1745                	1.028716579803e-05	1.919722777189e-04	1.369313270931e-05	2.226157011197e-06
1746                	1.026974304227e-05	1.916612866189e-04	1.368124252024e-05	2.348172034851e-06
1747                	1.025904868941e-05	1.915033009125e-04	1.366760611985e-05	2.257113402894e-06
1748                	1.024498652940e-05	1.913074710904e-04	1.365424517018e-05	2.230958218972e-06
1749                	1.022934509261e-05	1.909845842624e-04	1.364248253349e-05	2.344000935214e-06
1750                	1.022423037439e-05	1.908322053166e-04	1.362874676513e-05	2.254011824946e-06
1751                	1.020474319557e-05	1.906447156799e-04	1.361527612645e-05	2.224001778135e-06
1752                	1.018999968685e-05	1.903382487586e-04	1.360324703104e-05	2.336114730525e-06
1753                	1.017429199954e-05	1.901812535979e-04	1.358953730063e-05	2.243311396328e-06
1754                	1.016935926038e-05	1.899861834517e-04	1.357613183471e-05	2.212601639396e-06
1755                	1.015662249953e-05	1.896662874105e-04	1.356423278834e-05	2.322208293328e-06
1756                	1.013866124245e-05	1.895096446109e-04	1.355050969443e-05	2.230292019281e-06
1757                	1.012993195944e-05	1.893177184258e-04	1.353703853958e-05	2.200262087824e-06
1758                	1.012119187450e-05	1.890058055048e-04	1.352499071468e-05	2.310399949992e-06
1759                	1.010531926012e-05	1.888482567237e-04	1.351124248597e-05	2.218373736032e-06
1760                	1.009051795262e-05	1.886540191169e-04	1.349776883412e-05	2.187789600278e-06
1761                	1.007329388323e-05	1.883373518731e-04	1.348574336388e-05	2.296878640430e-06
1762                	1.006632349643e-05	1.881798292757e-04	1.347197433756e-05	2.205807195843e-06
1763                	1.005254020306e-05	1.879862976070e-04	1.345846195328e-05	2.175282866900e-06
1764                	1.003690480933e-05	1.876720870861e-04	1.344636367488e-05	2.284842995429e-06
1765                	1.002715327577e-05	1.875137084784e-04	1.343257347390e-05	2.194590985996e-06
1766                	1.001041322894e-05	1.873189881499e-04	1.341904839805e-05	2.164311306188e-06
1767                	9.998982440053e-06	1.870030077199e-04	1.340693875576e-05	2.273786158361e-06
1768                	1.007873086723e-05	1.868443586797e-04	1.339313004214e-05	2.184429674924e-06
1769                	9.999753678219e-06	1.866497005560e-04	1.337957866793e-05	2.154581494902e-06
1770                	1.008221881366e-05	1.863347964665e-04	1.336742219316e-05	2.263852033051e-06
1771                	9.994515716977e-06	1.861755792214e-04	1.335359795164e-05	2.175002282146e-06
1772                	1.007538240802e-05	1.859802389890e-04	1.334003394417e-05	2.145098318539e-06
1773                	9.981773320099e-06	1.856649930143e-04	1.332785551052e-05	2.254174650544e-06
1774                	1.005711781875e-05	1.855052370773e-04	1.331402306354e-05	2.165916199190e-06
1775                	9.972221470277e-06	1.852282986806e-04	1.330136729595e-05	2.270501925170e-06
1776                	1.005148550670e-05	1.850737754246e-04	1.328740689621e-05	2.169436143217e-06
1777                	9.969786881076e-06	1.848748822307e-04	1.327382986052e-05	2.136183804576e-06
1778                	1.004877459996e-05	1.845531177673e-04	1.326169242028e-05	2.238480698426e-06
1779                	9.971938638255e-06	1.843892303933e-04	1.324792383403e-05	2.152348915268e-06
1780                	1.004380214777e-05	1.841117514470e-04	1.323525289163e-05	2.255887212616e-06
1781                	9.959371891405e-06	1.839550891029e-04	1.322133101261e-05	2.156013370350e-06
1782                	1.003545286181e-05	1.836714267225e-04	1.320870644635e-05	2.250645636952e-06
1783                	9.950500864567e-06	1.835120501574e-04	1.319480857917e-05	2.151789341884e-06
1784                	1.002791966882e-05	1.832290219967e-04	1.318216891775e-05	2.243648604466e-06
